root_Xposition,root_Yposition,root_Zposition,root_Zrotation,root_Xrotation,root_Yrotation,torso_1_Xposition,torso_1_Yposition,torso_1_Zposition,torso_1_Zrotation,torso_1_Xrotation,torso_1_Yrotation,torso_2_Xposition,torso_2_Yposition,torso_2_Zposition,torso_2_Zrotation,torso_2_Xrotation,torso_2_Yrotation,torso_3_Xposition,torso_3_Yposition,torso_3_Zposition,torso_3_Zrotation,torso_3_Xrotation,torso_3_Yrotation,torso_4_Xposition,torso_4_Yposition,torso_4_Zposition,torso_4_Zrotation,torso_4_Xrotation,torso_4_Yrotation,torso_5_Xposition,torso_5_Yposition,torso_5_Zposition,torso_5_Zrotation,torso_5_Xrotation,torso_5_Yrotation,torso_6_Xposition,torso_6_Yposition,torso_6_Zposition,torso_6_Zrotation,torso_6_Xrotation,torso_6_Yrotation,torso_7_Xposition,torso_7_Yposition,torso_7_Zposition,torso_7_Zrotation,torso_7_Xrotation,torso_7_Yrotation,neck_1_Xposition,neck_1_Yposition,neck_1_Zposition,neck_1_Zrotation,neck_1_Xrotation,neck_1_Yrotation,neck_2_Xposition,neck_2_Yposition,neck_2_Zposition,neck_2_Zrotation,neck_2_Xrotation,neck_2_Yrotation,head_Xposition,head_Yposition,head_Zposition,head_Zrotation,head_Xrotation,head_Yrotation,l_shoulder_Xposition,l_shoulder_Yposition,l_shoulder_Zposition,l_shoulder_Zrotation,l_shoulder_Xrotation,l_shoulder_Yrotation,l_up_arm_Xposition,l_up_arm_Yposition,l_up_arm_Zposition,l_up_arm_Zrotation,l_up_arm_Xrotation,l_up_arm_Yrotation,l_low_arm_Xposition,l_low_arm_Yposition,l_low_arm_Zposition,l_low_arm_Zrotation,l_low_arm_Xrotation,l_low_arm_Yrotation,l_hand_Xposition,l_hand_Yposition,l_hand_Zposition,l_hand_Zrotation,l_hand_Xrotation,l_hand_Yrotation,r_shoulder_Xposition,r_shoulder_Yposition,r_shoulder_Zposition,r_shoulder_Zrotation,r_shoulder_Xrotation,r_shoulder_Yrotation,r_up_arm_Xposition,r_up_arm_Yposition,r_up_arm_Zposition,r_up_arm_Zrotation,r_up_arm_Xrotation,r_up_arm_Yrotation,r_low_arm_Xposition,r_low_arm_Yposition,r_low_arm_Zposition,r_low_arm_Zrotation,r_low_arm_Xrotation,r_low_arm_Yrotation,r_hand_Xposition,r_hand_Yposition,r_hand_Zposition,r_hand_Zrotation,r_hand_Xrotation,r_hand_Yrotation,l_up_leg_Xposition,l_up_leg_Yposition,l_up_leg_Zposition,l_up_leg_Zrotation,l_up_leg_Xrotation,l_up_leg_Yrotation,l_low_leg_Xposition,l_low_leg_Yposition,l_low_leg_Zposition,l_low_leg_Zrotation,l_low_leg_Xrotation,l_low_leg_Yrotation,l_foot_Xposition,l_foot_Yposition,l_foot_Zposition,l_foot_Zrotation,l_foot_Xrotation,l_foot_Yrotation,l_toes_Xposition,l_toes_Yposition,l_toes_Zposition,l_toes_Zrotation,l_toes_Xrotation,l_toes_Yrotation,r_up_leg_Xposition,r_up_leg_Yposition,r_up_leg_Zposition,r_up_leg_Zrotation,r_up_leg_Xrotation,r_up_leg_Yrotation,r_low_leg_Xposition,r_low_leg_Yposition,r_low_leg_Zposition,r_low_leg_Zrotation,r_low_leg_Xrotation,r_low_leg_Yrotation,r_foot_Xposition,r_foot_Yposition,r_foot_Zposition,r_foot_Zrotation,r_foot_Xrotation,r_foot_Yrotation,r_toes_Xposition,r_toes_Yposition,r_toes_Zposition,r_toes_Zrotation,r_toes_Xrotation,r_toes_Yrotation,TimeCode
0.0,87.9433,0.0,0.628231,-40.5796,-38.2928,0.0,4.78511,-1.08482,-2.51104,-3.83934,2.839,0.0,5.29195,1.00949,-2.08595,-1.55234,2.25065,-9.66735e-18,5.64355,0.108362,-1.7353,2.26085,2.1249,-1.04072e-17,6.12977,-0.417886,-1.33992,8.45222,1.91794,-1.85891e-17,7.16586,-1.41888,-0.659545,11.6613,2.247,-2.38665e-17,8.94839,-0.861631,0.690342,12.7991,2.53942,-2.73615e-17,9.94144,1.48576,0.0169438,-0.0114928,-0.0116221,-1.21725e-17,4.50977,0.67399,0.60303,5.23819,-4.02906,-1.70689e-17,4.54241,0.39741,5.55546,-16.899,-2.60294,-1.89342e-17,4.5512,0.720839,3.63401,-22.6376,-2.25464,1.16172,-7.16758,7.09827,1.21884,-8.79638,6.49393,12.2059,3.06167,-3.07978,-87.5291,3.36833,-7.76221,27.5197,0.056351,0.129118,3.39081,-0.475448,-16.5542,22.8331,0.0467536,0.107129,1.78756,17.6628,-7.34251,-1.16172,-7.16756,7.09818,-1.11005,-6.24432,-9.24334,-12.2059,3.06167,-3.07978,96.9385,-0.644763,1.56416,-27.5197,0.056351,0.129118,-3.85664,-0.621805,18.9032,-22.8331,0.0467534,0.107129,8.31507,0.508067,7.6938,8.70282,-3.96247,1.9152,-23.4316,27.2225,-8.73311,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-24.9761,25.8723,21.9617,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.4999850000000001
0.0,87.9433,0.0,1.62033,-49.9531,-39.2433,0.0,4.78511,-1.08482,-3.46066,-2.39324,3.0952,0.0,5.29195,1.00949,-2.85121,-0.150293,2.34546,-9.66735e-18,5.64355,0.108362,-2.36487,3.49738,2.14009,-1.04072e-17,6.12977,-0.417886,-1.7668,9.45305,1.88533,-1.85891e-17,7.16586,-1.41888,-0.968727,12.5768,2.26862,-2.38665e-17,8.94839,-0.861631,0.529294,13.5586,2.64467,-2.73615e-17,9.94144,1.48576,0.0118635,-0.018677,-0.01572,-1.21725e-17,4.50977,0.67399,0.242433,-0.828897,-2.83885,-1.70689e-17,4.54241,0.39741,6.83213,-18.4745,-2.00965,-1.89342e-17,4.5512,0.720839,4.1965,-22.2282,-3.38717,1.16172,-7.16758,7.09827,-0.295393,-8.55673,5.49117,12.2059,3.06167,-3.07978,-85.6288,-0.0365055,-11.5118,27.5197,0.056351,0.129118,3.91668,-0.64211,-19.2086,22.8331,0.0467536,0.107129,2.70924,19.2125,-9.55789,-1.16172,-7.16756,7.09818,0.594333,-5.89797,-8.38822,-12.2059,3.06167,-3.07978,96.4651,2.26416,4.57905,-27.5197,0.056351,0.129118,-4.68174,-0.934027,23.1456,-22.8331,0.0467534,0.107129,10.3457,-2.73723,8.03554,8.70282,-3.96247,1.9152,-32.5469,32.515,-4.35343,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-34.0144,31.0399,26.4238,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.533318
0.0,87.9433,0.0,3.6812,-60.9811,-39.14,0.0,4.78511,-1.08482,-4.52512,-0.0539407,3.35554,0.0,5.29195,1.00949,-3.75224,1.88694,2.46043,-9.66735e-18,5.64355,0.108362,-3.10333,4.86912,2.16539,-1.04072e-17,6.12977,-0.417886,-2.27228,9.88202,1.85428,-1.85891e-17,7.16586,-1.41888,-1.31087,12.4201,2.27577,-2.38665e-17,8.94839,-0.861631,0.348151,13.1314,2.71392,-2.73615e-17,9.94144,1.48576,0.006077,-0.00768773,-0.0188656,-1.21725e-17,4.50977,0.67399,0.0709675,-8.64482,-1.22651,-1.70689e-17,4.54241,0.39741,8.15804,-18.8624,-1.16821,-1.89342e-17,4.5512,0.720839,4.00521,-20.4045,-5.94361,1.16172,-7.16758,7.09827,-2.36304,-6.94604,3.68519,12.2059,3.06167,-3.07978,-82.8987,-2.25555,-14.5274,27.5197,0.056351,0.129118,4.61856,-0.907534,-22.8169,22.8331,0.0467536,0.107129,3.90906,18.6671,-11.0341,-1.16172,-7.16756,7.09818,2.95011,-4.3128,-6.72084,-12.2059,3.06167,-3.07978,94.0968,7.45358,7.54197,-27.5197,0.056351,0.129118,-5.71706,-1.43012,28.66,-22.8331,0.0467534,0.107129,11.4505,-9.39227,7.87647,8.70282,-3.96247,1.9152,-44.7368,37.6194,2.47546,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-46.0419,35.9945,33.2618,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.566651
0.0,87.9433,0.0,8.96879,-72.4477,-35.2886,0.0,4.78511,-1.08482,-5.32131,2.77917,3.53207,0.0,5.29195,1.00949,-4.4977,4.1226,2.55101,-9.66735e-18,5.64355,0.108362,-3.72607,6.07227,2.16814,-1.04072e-17,6.12977,-0.417886,-2.71375,9.57817,1.79696,-1.85891e-17,7.16586,-1.41888,-1.59306,11.0765,2.22763,-2.38665e-17,8.94839,-0.861631,0.182119,11.4011,2.69876,-2.73615e-17,9.94144,1.48576,0.00268498,0.0202217,-0.0195774,-1.21725e-17,4.50977,0.67399,0.35584,-14.4232,0.699196,-1.70689e-17,4.54241,0.39741,9.08509,-17.8972,-0.20389,-1.89342e-17,4.5512,0.720839,2.93863,-19.4338,-9.32377,1.16172,-7.16758,7.09827,-4.08802,-4.14213,1.48685,12.2059,3.06167,-3.07978,-79.558,-1.8504,-15.3339,27.5197,0.056351,0.129118,5.44507,-1.28772,-27.1872,22.8331,0.0467536,0.107129,5.3244,15.1139,-11.0698,-1.16172,-7.16756,7.09818,4.57844,-1.6459,-4.74744,-12.2059,3.06167,-3.07978,90.0394,13.7174,9.2173,-27.5197,0.056351,0.129118,-6.69804,-2.02189,34.1537,-22.8331,0.0467534,0.107129,10.9269,-18.3977,8.00633,8.70282,-3.96247,1.9152,-58.9975,41.6691,11.5719,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-60.0334,39.9036,42.2531,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.599984
0.0,87.9433,0.0,34.2015,-83.2102,-11.0022,0.0,4.78511,-1.08482,-5.56442,5.03687,3.62015,0.0,5.29195,1.00949,-4.80402,5.87907,2.60629,-9.66735e-18,5.64355,0.108362,-4.021,7.0412,2.14088,-1.04072e-17,6.12977,-0.417886,-2.95081,9.34388,1.71113,-1.85891e-17,7.16586,-1.41888,-1.7767,10.0328,2.12801,-2.38665e-17,8.94839,-0.861631,-0.00307712,10.0375,2.6391,-2.73615e-17,9.94144,1.48576,0.0017734,0.0392705,-0.0189449,-1.21725e-17,4.50977,0.67399,0.560411,-17.2672,1.96377,-1.70689e-17,4.54241,0.39741,9.57429,-17.3812,0.417349,-1.89342e-17,4.5512,0.720839,1.83627,-19.979,-11.411,1.16172,-7.16758,7.09827,-4.63493,-1.72672,-0.32446,12.2059,3.06167,-3.07978,-76.7705,0.471015,-15.2468,27.5197,0.056351,0.129118,6.26323,-1.74366,-31.6809,22.8331,0.0467536,0.107129,6.87203,9.97822,-9.82524,-1.16172,-7.16756,7.09818,4.15038,0.624847,-3.2646,-12.2059,3.06167,-3.07978,85.3689,19.9066,10.3753,-27.5197,0.056351,0.129118,-7.44175,-2.56298,38.5565,-22.8331,0.0467534,0.107129,10.0491,-28.0266,9.21221,8.70282,-3.96247,1.9152,-74.676,44.1961,22.5434,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-75.3305,42.3239,52.9964,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.6333170000000001
0.0,87.9433,0.0,135.729,-81.6001,90.002,0.0,4.78511,-1.08482,-5.28814,6.58834,3.62022,0.0,5.29195,1.00949,-4.64903,7.12714,2.61563,-9.66735e-18,5.64355,0.108362,-3.95329,7.80828,2.08889,-1.04072e-17,6.12977,-0.417886,-2.94104,9.31,1.614,-1.85891e-17,7.16586,-1.41888,-1.83711,9.51594,1.99869,-2.38665e-17,8.94839,-0.861631,-0.195574,9.35009,2.55221,-2.73615e-17,9.94144,1.48576,0.0019254,0.0434227,-0.0188387,-1.21725e-17,4.50977,0.67399,0.166974,-16.8842,1.81805,-1.70689e-17,4.54241,0.39741,9.59623,-18.2042,0.404167,-1.89342e-17,4.5512,0.720839,1.51776,-21.7113,-11.0652,1.16172,-7.16758,7.09827,-3.8144,-0.271902,-1.51706,12.2059,3.06167,-3.07978,-74.9659,4.76561,-15.7255,27.5197,0.056351,0.129118,6.65484,-1.99299,-33.9055,22.8331,0.0467536,0.107129,8.06258,3.51049,-8.18026,-1.16172,-7.16756,7.09818,1.50649,1.91573,-2.5521,-12.2059,3.06167,-3.07978,80.9455,25.5019,11.4315,-27.5197,0.056351,0.129118,-7.80038,-2.85691,40.7735,-22.8331,0.0467534,0.107129,9.5055,-37.0435,11.9474,8.70282,-3.96247,1.9152,-90.9535,45.0005,34.6776,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-91.1928,43.0763,64.8483,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.6666500000000002
0.0,87.9433,0.0,152.162,-72.464,106.518,0.0,4.78511,-1.08482,-4.37378,5.72661,3.56007,0.0,5.29195,1.00949,-3.92052,6.83745,2.56666,-9.66735e-18,5.64355,0.108362,-3.44682,8.0965,2.01772,-1.04072e-17,6.12977,-0.417886,-2.64239,10.3151,1.5239,-1.85891e-17,7.16586,-1.41888,-1.78797,11.2186,1.86129,-2.38665e-17,8.94839,-0.861631,-0.47766,11.3908,2.48581,-2.73615e-17,9.94144,1.48576,0.000666818,0.00925433,-0.0223065,-1.21725e-17,4.50977,0.67399,-0.818335,-14.4836,-0.0828065,-1.70689e-17,4.54241,0.39741,8.65336,-21.0015,-0.475032,-1.89342e-17,4.5512,0.720839,3.21714,-24.3046,-7.61998,1.16172,-7.16758,7.09827,-1.79406,-1.35253,-1.54552,12.2059,3.06167,-3.07978,-74.1583,10.1874,-19.1725,27.5197,0.056351,0.129118,6.5348,-1.91429,-33.2181,22.8331,0.0467536,0.107129,8.27064,-2.88872,-7.29615,-1.16172,-7.16756,7.09818,-2.59113,0.583798,-2.99779,-12.2059,3.06167,-3.07978,76.9553,30.3663,14.903,-27.5197,0.056351,0.129118,-7.81869,-2.87255,40.8885,-22.8331,0.0467534,0.107129,8.21061,-44.6262,13.3173,8.70282,-3.96247,1.9152,-104.318,44.7846,45.5039,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-104.235,42.8537,75.451,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.699983
0.0,87.9433,0.0,161.848,-64.5799,115.901,0.0,4.78511,-1.08482,-3.07338,4.88649,3.4119,0.0,5.29195,1.00949,-2.95482,6.44601,2.51052,-9.66735e-18,5.64355,0.108362,-2.74579,8.18055,1.96799,-1.04072e-17,6.12977,-0.417886,-2.22525,10.8963,1.47866,-1.85891e-17,7.16586,-1.41888,-1.62183,12.2736,1.74694,-2.38665e-17,8.94839,-0.861631,-0.669857,12.7847,2.39604,-2.73615e-17,9.94144,1.48576,-0.0021607,-0.0119237,-0.0249131,-1.21725e-17,4.50977,0.67399,-1.58694,-11.3981,-2.3429,-1.70689e-17,4.54241,0.39741,7.13171,-22.3539,-1.58966,-1.89342e-17,4.5512,0.720839,4.73134,-26.9491,-4.3202,1.16172,-7.16758,7.09827,-0.110071,-2.02938,-1.45806,12.2059,3.06167,-3.07978,-73.7758,15.4745,-22.1931,27.5197,0.056351,0.129118,6.49569,-1.8891,-32.9954,22.8331,0.0467536,0.107129,8.24146,-8.30298,-5.6764,-1.16172,-7.16756,7.09818,-5.6393,-0.260354,-3.33487,-12.2059,3.06167,-3.07978,73.4893,34.215,18.465,-27.5197,0.056351,0.129118,-7.82989,-2.88214,40.9589,-22.8331,0.0467534,0.107129,3.30171,-50.692,10.4759,8.70282,-3.96247,1.9152,-116.036,42.9852,54.7653,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-115.592,41.0816,84.4725,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.733316
0.0,87.9433,0.0,168.999,-57.2884,122.463,0.0,4.78511,-1.08482,-1.62331,5.03124,3.08066,0.0,5.29195,1.00949,-1.90529,6.57244,2.36069,-9.66735e-18,5.64355,0.108362,-1.94188,8.20104,1.8517,-1.04072e-17,6.12977,-0.417886,-1.72375,10.5563,1.39749,-1.85891e-17,7.16586,-1.41888,-1.34,11.6842,1.57052,-2.38665e-17,8.94839,-0.861631,-0.728365,12.3714,2.15286,-2.73615e-17,9.94144,1.48576,-0.00598651,-0.00846521,-0.0264857,-1.21725e-17,4.50977,0.67399,-1.94575,-7.95224,-4.46096,-1.70689e-17,4.54241,0.39741,5.43109,-22.0591,-2.5777,-1.89342e-17,4.5512,0.720839,5.36059,-28.8016,-1.44937,1.16172,-7.16758,7.09827,0.893525,-1.49652,-1.60193,12.2059,3.06167,-3.07978,-73.2623,19.9094,-24.1192,27.5197,0.056351,0.129118,6.38783,-1.8207,-32.3835,22.8331,0.0467536,0.107129,7.78961,-12.8834,-3.65915,-1.16172,-7.16756,7.09818,-7.69125,0.116124,-3.27945,-12.2059,3.06167,-3.07978,70.9756,37.2597,20.1034,-27.5197,0.056351,0.129118,-7.94067,-2.97835,41.66,-22.8331,0.0467534,0.107129,-4.23292,-54.7716,3.9845,8.70282,-3.96247,1.9152,-125.823,39.8511,75.8532,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-125.077,38.0083,105.389,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.7666490000000001
0.0,87.9433,0.0,173.394,-51.0001,125.31,0.0,4.78511,-1.08482,-0.517567,5.17047,2.75761,0.0,5.29195,1.00949,-1.10834,6.6265,2.17354,-9.66735e-18,5.64355,0.108362,-1.31397,8.07098,1.70947,-1.04072e-17,6.12977,-0.417886,-1.3192,9.95072,1.3024,-1.85891e-17,7.16586,-1.41888,-1.08468,10.733,1.39372,-2.38665e-17,8.94839,-0.861631,-0.705834,11.5492,1.88995,-2.73615e-17,9.94144,1.48576,-0.00907471,0.000146669,-0.0272922,-1.21725e-17,4.50977,0.67399,-1.95639,-4.6086,-6.64004,-1.70689e-17,4.54241,0.39741,4.0682,-21.1851,-3.53277,-1.89342e-17,4.5512,0.720839,6.50088,-30.0862,2.02309,1.16172,-7.16758,7.09827,1.76819,-0.80559,-1.47061,12.2059,3.06167,-3.07978,-71.1349,24.6238,-27.1307,27.5197,0.056351,0.129118,6.39474,-1.82504,-32.4227,22.8331,0.0467536,0.107129,7.69033,-18.8546,0.561674,-1.16172,-7.16756,7.09818,-9.60745,0.514487,-3.37642,-12.2059,3.06167,-3.07978,70.2025,39.3425,20.8439,-27.5197,0.056351,0.129118,-8.29331,-3.30106,43.9433,-22.8331,0.0467534,0.107129,-13.0819,-55.843,-6.22172,8.70282,-3.96247,1.9152,-132.644,35.7232,78.132,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-131.747,33.9371,107.624,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.799982
0.0,87.9433,0.0,176.477,-45.8662,127.397,0.0,4.78511,-1.08482,0.350161,4.65654,2.40863,0.0,5.29195,1.00949,-0.467538,6.20178,1.91837,-9.66735e-18,5.64355,0.108362,-0.800059,7.71115,1.50155,-1.04072e-17,6.12977,-0.417886,-0.980086,9.52366,1.15428,-1.85891e-17,7.16586,-1.41888,-0.872507,10.2511,1.18168,-2.38665e-17,8.94839,-0.861631,-0.692385,11.2669,1.57416,-2.73615e-17,9.94144,1.48576,-0.0116569,0.00510837,-0.0282333,-1.21725e-17,4.50977,0.67399,-1.66574,-1.86382,-8.0415,-1.70689e-17,4.54241,0.39741,3.10438,-19.8148,-4.03633,-1.89342e-17,4.5512,0.720839,7.14052,-31.3756,5.10569,1.16172,-7.16758,7.09827,2.10978,-0.287529,-1.18422,12.2059,3.06167,-3.07978,-68.2512,27.3694,-31.567,27.5197,0.056351,0.129118,6.37281,-1.81131,-32.2989,22.8331,0.0467536,0.107129,7.7187,-24.0193,5.74661,-1.16172,-7.16756,7.09818,-10.8426,0.642118,-3.44489,-12.2059,3.06167,-3.07978,70.2304,39.8516,21.5797,-27.5197,0.056351,0.129118,-8.7036,-3.71103,46.7119,-22.8331,0.0467534,0.107129,-19.9236,-53.8693,-16.3803,8.70282,-3.96247,1.9152,-137.69,32.2391,79.2503,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-136.691,30.5056,108.735,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.833315
0.0,87.9433,0.0,179.476,-41.0172,129.544,0.0,4.78511,-1.08482,0.920603,3.59827,2.08069,0.0,5.29195,1.00949,-0.0376471,5.3645,1.64964,-9.66735e-18,5.64355,0.108362,-0.451791,7.14126,1.2756,-1.04072e-17,6.12977,-0.417886,-0.74745,9.26254,0.987311,-1.85891e-17,7.16586,-1.41888,-0.729488,10.1765,0.969707,-2.38665e-17,8.94839,-0.861631,-0.692876,11.4271,1.25654,-2.73615e-17,9.94144,1.48576,-0.0137882,0.00722712,-0.0288435,-1.21725e-17,4.50977,0.67399,-1.24036,0.293892,-8.7535,-1.70689e-17,4.54241,0.39741,2.42243,-17.9324,-4.19369,-1.89342e-17,4.5512,0.720839,7.62008,-32.6891,7.55759,1.16172,-7.16758,7.09827,1.88658,0.107413,-0.783341,12.2059,3.06167,-3.07978,-66.1523,27.561,-35.4655,27.5197,0.056351,0.129118,6.55363,-1.92652,-33.3263,22.8331,0.0467536,0.107129,7.74421,-26.0245,12.0547,-1.16172,-7.16756,7.09818,-11.4566,0.546164,-3.53433,-12.2059,3.06167,-3.07978,71.4836,38.6521,21.9442,-27.5197,0.056351,0.129118,-9.24613,-4.31977,50.6014,-22.8331,0.0467534,0.107129,-23.7157,-49.5402,-25.7772,8.70282,-3.96247,1.9152,-141.961,28.6836,79.2557,-0.803084,-36.5309,-0.617314,2.28602e-15,2.83268e-15,1.2598e-14,-2.19176,-38.0664,-5.69911,1.17096,0.755946,14.9278,0.734061,-9.31305,11.7736,4.96962e-17,-7.95139e-16,1.2424e-17,-8.70282,-3.96247,1.9152,-140.875,27.0072,108.753,0.803084,-36.5309,-0.617314,-2.78661e-09,-8.03866e-09,5.03317e-07,2.19176,-38.0664,-5.69911,-1.17096,0.755946,-14.9278,-0.734061,-9.31305,11.7736,-5.96354e-16,-5.59082e-16,-1.27471e-14,1.866648
